"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SLV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.085,
"SLV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.086,
"SLV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.089,
"SLV","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",,"L"
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",0.88,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",0.92,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",0.95,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",1,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",1.05,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",1.04,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",0.68,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",0.7,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",0.71,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",0.74,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",0.75,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",0.8,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",0.74,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",0.76,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",0.69,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",0.72,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",0.67,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",0.72,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",0.74,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",0.76,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",0.78,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",0.8,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",0.82,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",0.85,
"ERI","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",,"L"
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.258,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.239,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.203,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.208,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.2,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.184,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.117,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.122,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.127,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.122,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.12,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.132,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.12,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.12,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.111,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.113,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.118,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.121,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.122,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.115,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.11,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.109,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.107,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.106,
"ERI","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",1.07,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",1.08,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",1.44,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",1.57,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",1.3,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",1.25,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",1.36,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",1.54,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",1.36,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",1.37,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",1.54,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",1.59,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",1.63,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",1.52,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",1.36,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",1.36,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",1.29,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",1.36,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",1.27,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",1.18,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",1.22,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",1.3,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",1.38,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",1.22,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",1.34,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",1.4,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",1.41,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",1.5,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",1.46,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",1.47,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",1.58,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",1.91,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",2.24,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",2.6,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",3,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",3.38,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",3.76,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",4.14,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",4.52,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",5.08,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",4.08,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",3.61,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",5.27,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",5,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",5.07,
"GAB","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",0.133,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",0.12,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",0.146,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",0.114,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",0.079,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",0.056,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",0.07,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",0.104,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",0.092,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",0.09,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",0.096,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",0.102,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",0.1,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",0.086,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",0.079,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",0.08,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",0.091,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",0.086,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",0.073,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",0.065,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",0.063,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.07,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.071,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.061,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.063,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.064,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.061,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.063,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.067,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.069,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.072,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.087,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.1,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.116,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.128,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.15,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.158,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.18,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.196,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.206,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.155,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.13,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.179,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.163,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2015",0.159,
"GAB","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2016",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1960",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1961",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1962",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1963",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1964",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1965",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1966",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1967",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1968",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1969",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1970",,"L"
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1971",2.73,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1972",2.82,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1973",2.95,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1974",3.03,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1975",3.33,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1976",3.56,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1977",3.78,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1978",3.87,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1979",4.11,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1980",3.79,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1981",3.69,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1982",3.62,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1983",3.5,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1984",3.7,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1985",3.77,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1986",3.62,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1987",3.82,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1988",3.98,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1989",4.13,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1990",4.41,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1991",4.54,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1992",4.78,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1993",4.77,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1994",5.02,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1995",5.32,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1996",5.47,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1997",5.72,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1998",6.22,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","1999",6.84,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",7.04,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",7.19,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",7.25,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",7.53,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",7.76,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",7.8,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",7.92,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",8.51,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",8.16,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",9.36,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",10.19,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",10.9,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",11.07,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",12.04,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",13.22,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",12.69,
"GTM","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1960",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1961",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1962",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1963",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1964",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1965",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1966",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1967",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1968",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1969",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1970",,"L"
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1971",0.106,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1972",0.102,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1973",0.099,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1974",0.096,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1975",0.104,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1976",0.103,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1977",0.102,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1978",0.099,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1979",0.1,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1980",0.089,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1981",0.086,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1982",0.088,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1983",0.087,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1984",0.092,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1985",0.094,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1986",0.09,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1987",0.092,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1988",0.092,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1989",0.092,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1990",0.095,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1991",0.095,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1992",0.095,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1993",0.091,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1994",0.092,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1995",0.093,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1996",0.093,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1997",0.093,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1998",0.097,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","1999",0.102,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2000",0.102,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2001",0.101,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2002",0.098,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2003",0.1,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2004",0.1,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2005",0.097,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2006",0.093,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2007",0.094,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2008",0.088,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2009",0.1,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2010",0.106,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2011",0.109,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2012",0.107,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2013",0.113,
"GTM","PRYENRGSUPPLY","TOT","TOE_1000USD","A","2014",0.119,
